latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-5.29956,119.64262,316.05,1.32,1.14,2026-09-18,0731,A,66,6.1NRT,303.31,7.37,D
-4.82133,122.45894,319.37,1,1,2026-09-18,0731,A,73,6.1NRT,302.31,9.28,D
-4.7001,123.10088,323.24,1,1,2026-09-18,0731,A,67,6.1NRT,298.02,16.6,D
-4.70139,123.09213,319.19,1,1,2026-09-18,0731,A,73,6.1NRT,298.02,12.37,D
-4.69033,122.96871,315.97,1,1,2026-09-18,0731,A,68,6.1NRT,299.54,9.58,D
-4.69161,122.95998,308.61,1,1,2026-09-18,0731,A,38,6.1NRT,298.34,4.21,D
-4.73674,122.59238,310.06,1,1,2026-09-18,0731,A,35,6.1NRT,298.91,3.49,D
-4.84399,121.86044,317.44,1.03,1.01,2026-09-18,0731,A,66,6.1NRT,301.61,9.22,D
22.09377,112.72779,310.59,1.43,1.18,2026-09-18,0739,A,50,6.1NRT,297.05,7.56,D
22.31544,113.92896,316.65,1.21,1.09,2026-09-18,0739,A,0,6.1NRT,304.39,12.17,D
-4.64221,123.11325,309.81,1,1,2026-09-18,0731,A,45,6.1NRT,297.84,5.25,D
22.31361,113.91772,317.74,1.21,1.09,2026-09-18,0739,A,0,6.1NRT,305.26,13.82,D
-4.64349,123.10454,341.04,1,1,2026-09-18,0731,A,91,6.1NRT,299.52,40.82,D
22.31177,113.90644,317.39,1.21,1.09,2026-09-18,0739,A,0,6.1NRT,304.81,13.6,D
-4.78388,121.69782,313.38,1.04,1.02,2026-09-18,0731,A,60,6.1NRT,298.89,5.62,D
22.75813,115.01192,312.19,1.07,1.03,2026-09-18,0739,A,22,6.1NRT,298.43,5.36,D
-4.69148,121.95921,324.33,1.02,1.01,2026-09-18,0731,A,79,6.1NRT,298.4,17.62,D
22.75656,115.00192,313.5,1.07,1.03,2026-09-18,0739,A,35,6.1NRT,300.07,6.86,D
-4.70065,121.76272,327.16,1.03,1.01,2026-09-18,0731,A,80,6.1NRT,302.12,19.81,D
22.51981,113.28619,317.02,1.3,1.13,2026-09-18,0739,A,62,6.1NRT,299.87,9.69,D
-4.64657,121.94659,317.92,1.02,1.01,2026-09-18,0731,A,64,6.1NRT,303.38,5.8,D
22.91489,112.23018,316.22,1.49,1.21,2026-09-18,0739,A,65,6.1NRT,300.71,13.44,D
-4.64787,121.93771,316.9,1.02,1.01,2026-09-18,0731,A,53,6.1NRT,303.44,5.25,D
23.26405,113.48652,315.42,1.24,1.1,2026-09-18,0739,A,63,6.1NRT,301.44,10.37,D
-4.89332,120.25239,315.66,1.2,1.09,2026-09-18,0731,A,63,6.1NRT,302.48,9.48,D
22.46519,108.00733,314.31,3.11,1.67,2026-09-18,0739,A,67,6.1NRT,295.92,35.9,D
-4.68924,121.52975,315.48,1.05,1.02,2026-09-18,0731,A,61,6.1NRT,299.8,7.76,D
23.34032,111.2294,313.81,1.72,1.29,2026-09-18,0739,A,56,6.1NRT,298.6,14.31,D
-4.65653,121.69222,325.43,1.04,1.02,2026-09-18,0731,A,78,6.1NRT,300.29,19.21,D
23.58573,111.94141,313.17,1.52,1.22,2026-09-18,0739,A,63,6.1NRT,294.2,16.71,D
-4.84498,120.18193,311.06,1.21,1.09,2026-09-18,0731,A,42,6.1NRT,299.98,8.47,D
23.7303,112.46014,322.1,1.4,1.17,2026-09-18,0739,A,77,6.1NRT,295.13,24.98,D
-4.62691,121.57006,323.23,1.04,1.02,2026-09-18,0731,A,75,6.1NRT,301.79,15.24,D
23.97654,111.74039,317.9,1.54,1.22,2026-09-18,0739,A,47,6.1NRT,300.57,13.71,D
-4.57379,121.74685,327.56,1.03,1.01,2026-09-18,0731,A,80,6.1NRT,300.57,19.67,D
24.20119,110.91907,311.83,1.74,1.29,2026-09-18,0739,A,56,6.1NRT,295.21,14.27,D
-4.5751,121.73788,324.08,1.03,1.01,2026-09-18,0731,A,76,6.1NRT,301.27,15.85,D
24.20073,110.91231,311.57,1.74,1.29,2026-09-18,0739,A,40,6.1NRT,295.7,12.23,D
-4.54197,121.77882,325.04,1.03,1.01,2026-09-18,0731,A,78,6.1NRT,301.72,15.66,D
25.19431,110.50126,310.67,1.77,1.3,2026-09-18,0741,A,53,6.1NRT,295.42,10.64,D
-4.54327,121.76985,315.68,1.03,1.01,2026-09-18,0731,A,59,6.1NRT,300.72,6.46,D
24.91215,106.72244,303.76,3.39,1.74,2026-09-18,0741,A,16,6.1NRT,284.49,17.33,D
-4.54458,121.76088,314.31,1.03,1.01,2026-09-18,0731,A,48,6.1NRT,301.03,5.32,D
-4.49688,122.02682,319.54,1.02,1.01,2026-09-18,0731,A,71,6.1NRT,303.52,8.62,D
-4.49817,122.01797,321.89,1.02,1.01,2026-09-18,0731,A,74,6.1NRT,303.55,10.88,D
-4.47433,122.04492,313.95,1.01,1.01,2026-09-18,0731,A,43,6.1NRT,300.87,6.45,D
-4.47824,122.01836,312.85,1.02,1.01,2026-09-18,0731,A,51,6.1NRT,300.66,5.78,D
-4.52413,121.70621,320.26,1.03,1.02,2026-09-18,0731,A,32,6.1NRT,302.22,9.71,D
-4.52545,121.69723,322.26,1.03,1.02,2026-09-18,0731,A,58,6.1NRT,303.24,11.97,D
-4.79424,119.73122,320.41,1.28,1.12,2026-09-18,0731,A,72,6.1NRT,299.61,17.49,D
-4.79581,119.72041,321.1,1.29,1.13,2026-09-18,0731,A,73,6.1NRT,300.53,18.7,D
-4.49749,121.70236,315.22,1.03,1.02,2026-09-18,0731,A,31,6.1NRT,300.86,5.58,D
-4.50674,121.63913,315.98,1.04,1.02,2026-09-18,0731,A,64,6.1NRT,302.05,5.31,D
-4.48961,121.50667,323.77,1.05,1.02,2026-09-18,0731,A,58,6.1NRT,302.41,14.53,D
-4.66366,120.22836,332.09,1.2,1.09,2026-09-18,0731,A,84,6.1NRT,302.98,29.47,D
-4.41991,121.72123,315.66,1.03,1.01,2026-09-18,0731,A,66,6.1NRT,301.57,7.51,D
-4.40253,121.65427,313.31,1.03,1.02,2026-09-18,0731,A,59,6.1NRT,299.78,4.85,D
-4.38705,121.69823,312.54,1.03,1.01,2026-09-18,0731,A,58,6.1NRT,298.88,5.75,D
-3.54381,126.8036,312.97,1.54,1.22,2026-09-18,0731,A,67,6.1NRT,298.09,10.13,D
-3.54594,126.78963,315.74,1.54,1.22,2026-09-18,0731,A,71,6.1NRT,298.12,14.77,D
-4.60208,119.64554,312.97,1.29,1.13,2026-09-18,0731,A,45,6.1NRT,301.49,6.87,D
-3.5033,126.85322,315.53,1.56,1.23,2026-09-18,0731,A,71,6.1NRT,297.69,14.98,D
-4.29601,121.56812,316.47,1.04,1.02,2026-09-18,0731,A,56,6.1NRT,300.13,7.12,D
-4.28711,121.56682,318.95,1.04,1.02,2026-09-18,0731,A,72,6.1NRT,301.76,9.4,D
-3.55937,126.22543,330.95,1.4,1.17,2026-09-18,0731,A,85,6.1NRT,298.96,37.4,D
-3.5612,126.21317,320.62,1.4,1.17,2026-09-18,0731,A,76,6.1NRT,298.62,17.99,D
-3.51249,126.32719,308.7,1.43,1.18,2026-09-18,0731,A,50,6.1NRT,294.83,9.61,D
-4.15623,121.95207,314.31,1.02,1.01,2026-09-18,0731,A,62,6.1NRT,297.87,8.1,D
-4.42465,119.95953,342.25,1.23,1.1,2026-09-18,0731,A,91,6.1NRT,305.15,51.04,D
-4.42618,119.9488,323.39,1.23,1.1,2026-09-18,0731,A,74,6.1NRT,305.09,15.13,D
-3.37463,126.93919,331.7,1.59,1.24,2026-09-18,0731,A,86,6.1NRT,297.93,46.3,D
-3.37681,126.92529,324.02,1.58,1.24,2026-09-18,0731,A,80,6.1NRT,298.84,27.92,D
-3.38363,126.93494,327.21,1.59,1.24,2026-09-18,0731,A,83,6.1NRT,298.2,35.59,D
-3.39795,126.83848,314.44,1.56,1.23,2026-09-18,0731,A,56,6.1NRT,297.93,11.63,D
-3.37281,126.9332,320.94,1.59,1.24,2026-09-18,0731,A,77,6.1NRT,298.3,23.65,D
-3.37864,126.82055,327.27,1.56,1.23,2026-09-18,0731,A,83,6.1NRT,297.12,34.84,D
-3.46187,126.26537,315.43,1.42,1.18,2026-09-18,0731,A,64,6.1NRT,295.89,16.3,D
-3.368,126.81834,350.69,1.56,1.23,2026-09-18,0731,A,96,6.1NRT,298.16,108.85,D
-3.45155,126.26414,313.93,1.42,1.18,2026-09-18,0731,A,65,6.1NRT,296.01,14.1,D
-3.3572,126.8171,321.97,1.56,1.23,2026-09-18,0731,A,78,6.1NRT,296.54,25.47,D
-4.03472,122.21613,310.98,1.01,1,2026-09-18,0731,A,39,6.1NRT,295.95,4.56,D
-3.33345,126.75755,322.26,1.54,1.22,2026-09-18,0731,A,79,6.1NRT,296.89,27.99,D
-4.29935,120.0911,320.06,1.2,1.09,2026-09-18,0731,A,69,6.1NRT,305.89,7.88,D
-3.94313,122.26755,325.15,1,1,2026-09-18,0731,A,80,6.1NRT,298.54,16.81,D
-3.90257,122.42203,312.76,1,1,2026-09-18,0731,A,50,6.1NRT,298.41,5,D
-3.90385,122.41331,316.93,1,1,2026-09-18,0731,A,70,6.1NRT,300.31,8.97,D
-3.99774,121.77171,317.17,1.02,1.01,2026-09-18,0731,A,39,6.1NRT,302.04,7.17,D
-3.87761,122.40942,315.6,1,1,2026-09-18,0731,A,60,6.1NRT,299.45,7.16,D
-3.83032,122.22729,328.95,1,1,2026-09-18,0731,A,83,6.1NRT,298.8,22.81,D
-4.06654,120.28719,319.33,1.17,1.08,2026-09-18,0731,A,72,6.1NRT,302.33,9.63,D
-4.11286,119.83518,318.66,1.24,1.11,2026-09-18,0731,A,64,6.1NRT,305.06,9.38,D
-4.11438,119.82468,321.33,1.24,1.11,2026-09-18,0731,A,70,6.1NRT,303.83,13.65,D
-3.75434,122.1112,310.32,1.01,1,2026-09-18,0731,A,59,6.1NRT,299.56,5.23,D
-4.10865,119.65717,314.6,1.27,1.12,2026-09-18,0731,A,51,6.1NRT,301.84,8.73,D
-3.99583,119.73565,337.38,1.25,1.11,2026-09-18,0731,A,88,6.1NRT,305.24,41.41,D
-3.9974,119.72456,343.17,1.25,1.11,2026-09-18,0731,A,92,6.1NRT,306.9,55.51,D
-3.98767,119.72321,319.49,1.25,1.11,2026-09-18,0731,A,68,6.1NRT,305.3,11.05,D
-3.92706,120.04471,317.92,1.2,1.09,2026-09-18,0731,A,70,6.1NRT,301.46,9.32,D
-3.98031,119.68208,319.37,1.26,1.12,2026-09-18,0731,A,65,6.1NRT,305.89,8.38,D
-3.9706,119.68047,319.21,1.26,1.12,2026-09-18,0731,A,65,6.1NRT,306.16,7.98,D
-3.94163,119.74306,322.9,1.25,1.11,2026-09-18,0731,A,75,6.1NRT,304.58,15.36,D
-3.93501,119.7203,318.23,1.25,1.11,2026-09-18,0731,A,61,6.1NRT,303.5,8.38,D
-3.91214,119.67181,323.56,1.26,1.12,2026-09-18,0731,A,75,6.1NRT,305.36,15.91,D
-3.50341,122.11864,316.41,1.01,1,2026-09-18,0731,A,72,6.1NRT,298.96,8.69,D
-3.47798,122.23093,313.31,1,1,2026-09-18,0731,A,48,6.1NRT,298.67,6.36,D
-3.47926,122.2222,323.96,1,1,2026-09-18,0731,A,80,6.1NRT,299.19,16.52,D
-3.50174,121.43346,317.44,1.04,1.02,2026-09-18,0731,A,55,6.1NRT,301.49,8.81,D
-3.62853,119.72398,316.72,1.24,1.11,2026-09-18,0731,A,72,6.1NRT,300.98,8.49,D
-3.63573,119.60361,312.98,1.26,1.12,2026-09-18,0731,A,60,6.1NRT,300.89,6.44,D
-3.46782,119.48714,323.47,1.28,1.12,2026-09-18,0731,A,77,6.1NRT,302.24,17.08,D
-3.46938,119.47612,331.6,1.28,1.12,2026-09-18,0731,A,81,6.1NRT,302.36,30.65,D
-3.46613,119.48046,324.98,1.28,1.12,2026-09-18,0731,A,80,6.1NRT,302.54,20.42,D
-3.85978,116.19753,313.13,2.29,1.47,2026-09-18,0731,A,57,6.1NRT,295.44,19.25,D
-3.23514,120.35693,314.49,1.13,1.06,2026-09-18,0731,A,51,6.1NRT,298.24,7.26,D
-3.38914,118.96014,319.96,1.38,1.16,2026-09-18,0731,A,74,6.1NRT,297.41,19.47,D
-3.78383,116.18184,323.27,2.29,1.47,2026-09-18,0731,A,76,6.1NRT,295.67,48.22,D
-2.95213,121.46272,334.85,1.03,1.01,2026-09-18,0731,A,88,6.1NRT,300.32,28.91,D
-2.95345,121.4537,341,1.03,1.01,2026-09-18,0731,A,91,6.1NRT,301.33,39.6,D
-2.97049,121.3374,309.75,1.04,1.02,2026-09-18,0731,A,51,6.1NRT,295.97,4.35,D
-2.93808,121.49697,318.61,1.03,1.01,2026-09-18,0731,A,75,6.1NRT,298.46,10.17,D
-2.9446,121.45244,315.34,1.03,1.01,2026-09-18,0731,A,38,6.1NRT,300.94,6.67,D
-2.94591,121.44345,316.58,1.03,1.01,2026-09-18,0731,A,56,6.1NRT,299.91,8.29,D
-3.19164,119.68812,310.31,1.23,1.1,2026-09-18,0731,A,24,6.1NRT,297.83,4.85,D
-2.9139,121.53899,331.55,1.02,1.01,2026-09-18,0731,A,86,6.1NRT,299.25,25.68,D
-2.91521,121.52997,326.24,1.02,1.01,2026-09-18,0731,A,82,6.1NRT,299.25,18.88,D
-2.9916,119.65948,310.34,1.23,1.1,2026-09-18,0733,A,57,6.1NRT,293.45,9.03,D
-2.94481,119.81991,330.19,1.2,1.09,2026-09-18,0733,A,85,6.1NRT,294.52,33.68,D
-2.94655,119.80824,322.22,1.2,1.09,2026-09-18,0733,A,78,6.1NRT,296.64,21.43,D
-3.02175,119.23077,309.16,1.31,1.13,2026-09-18,0733,A,58,6.1NRT,296.47,8.58,D
-2.86212,120.18707,310.91,1.15,1.07,2026-09-18,0733,A,61,6.1NRT,296.75,6.25,D
-3.48973,115.75998,313.08,2.46,1.51,2026-09-18,0733,A,59,6.1NRT,295.86,20.55,D
-2.67524,121.34062,315.54,1.03,1.01,2026-09-18,0733,A,68,6.1NRT,295.95,9.33,D
-2.62751,121.60561,339.55,1.02,1.01,2026-09-18,0733,A,90,6.1NRT,299.04,36.49,D
-2.62882,121.59664,331.94,1.02,1.01,2026-09-18,0733,A,86,6.1NRT,298.64,24.76,D
-2.81986,120.28196,311.22,1.13,1.06,2026-09-18,0733,A,56,6.1NRT,297.57,5.15,D
-2.611,121.65712,310.99,1.01,1.01,2026-09-18,0733,A,40,6.1NRT,296.34,4.6,D
-2.61228,121.64838,321.29,1.01,1.01,2026-09-18,0733,A,77,6.1NRT,297.35,13.56,D
-2.61742,121.61314,314.32,1.02,1.01,2026-09-18,0733,A,48,6.1NRT,298.72,6.03,D
-2.63034,121.52457,312.36,1.02,1.01,2026-09-18,0733,A,62,6.1NRT,297.23,5.98,D
-3.5854,114.77532,338.91,2.97,1.64,2026-09-18,0733,A,89,6.1NRT,292.38,166.68,D
-3.58894,114.74963,332.38,2.99,1.64,2026-09-18,0733,A,85,6.1NRT,291.95,121,D
-2.62541,121.4966,310.46,1.02,1.01,2026-09-18,0733,A,24,6.1NRT,295.98,6.09,D
-3.59633,114.76976,331.2,2.97,1.64,2026-09-18,0733,A,84,6.1NRT,293.19,107.93,D
-3.58201,114.76778,336.04,2.97,1.64,2026-09-18,0733,A,87,6.1NRT,291.69,141.24,D
-2.58992,121.41216,312.18,1.03,1.01,2026-09-18,0733,A,58,6.1NRT,297.37,5.18,D
-3.40027,115.74034,315.06,2.46,1.51,2026-09-18,0733,A,63,6.1NRT,295.31,25.59,D
-2.57612,121.38304,362.95,1.03,1.01,2026-09-18,0733,A,100,6.1NRT,301.25,92.09,D
-2.57742,121.37415,336.52,1.03,1.01,2026-09-18,0733,A,88,6.1NRT,300.28,33.4,D
-2.54135,121.55929,327.92,1.02,1.01,2026-09-18,0733,A,82,6.1NRT,298.13,20.93,D
-2.53125,121.56694,315.17,1.02,1.01,2026-09-18,0733,A,13,6.1NRT,296.28,8.32,D
-3.37056,115.20961,317.16,2.71,1.58,2026-09-18,0733,A,67,6.1NRT,295.87,33.69,D
-2.44947,121.04763,312.8,1.05,1.02,2026-09-18,0733,A,41,6.1NRT,298.14,6.12,D
-1.46276,127.43826,322.31,1.87,1.34,2026-09-18,0733,A,0,6.1NRT,296.62,39.79,D
-2.323,121.34569,311.06,1.03,1.01,2026-09-18,0733,A,51,6.1NRT,291.87,7.83,D
-2.2654,121.55444,314.51,1.02,1.01,2026-09-18,0733,A,71,6.1NRT,294.74,9.79,D
-3.08188,115.58995,324.39,2.5,1.52,2026-09-18,0733,A,77,6.1NRT,294.41,66.11,D
-3.08493,115.56892,329,2.51,1.52,2026-09-18,0733,A,82,6.1NRT,295.04,87.83,D
-2.42893,119.72282,312.92,1.2,1.09,2026-09-18,0733,A,70,6.1NRT,292.74,10.9,D
-3.17321,114.44569,316.17,3.11,1.67,2026-09-18,0733,A,47,6.1NRT,294.79,32.18,D
-3.25133,113.87975,347.94,3.47,1.75,2026-09-18,0733,A,94,6.1NRT,294.9,306.57,D
-3.23606,113.87756,332.38,3.47,1.75,2026-09-18,0733,A,84,6.1NRT,292.88,139.42,D
-3.25464,113.87566,340.22,3.47,1.75,2026-09-18,0733,A,90,6.1NRT,295.08,223.25,D
-3.23506,113.90327,326.42,3.45,1.75,2026-09-18,0733,A,65,6.1NRT,292.64,91.8,D
-3.23936,113.8735,331.79,3.47,1.75,2026-09-18,0733,A,73,6.1NRT,293.34,132.58,D
-3.00538,115.3941,321.31,2.58,1.54,2026-09-18,0733,A,74,6.1NRT,292.41,53.43,D
-2.36989,119.63084,321.43,1.21,1.09,2026-09-18,0733,A,79,6.1NRT,298.61,15.87,D
-2.37151,119.61966,332.71,1.21,1.1,2026-09-18,0733,A,87,6.1NRT,299.91,32.96,D
-2.36031,119.62962,316.93,1.21,1.09,2026-09-18,0733,A,54,6.1NRT,298.67,10.06,D
-2.36192,119.61843,331.05,1.21,1.1,2026-09-18,0733,A,86,6.1NRT,299.82,30.04,D
-2.88943,115.8307,325.61,2.37,1.49,2026-09-18,0733,A,79,6.1NRT,293.56,61.6,D
-3.14363,113.89031,335.91,3.45,1.75,2026-09-18,0733,A,63,6.1NRT,293.99,150.68,D
-2.89071,115.82404,321.59,2.37,1.49,2026-09-18,0733,A,74,6.1NRT,292.9,47.06,D
-2.31014,119.67107,321.44,1.2,1.09,2026-09-18,0733,A,79,6.1NRT,296.37,19.8,D
-3.10974,114.02776,316.25,3.35,1.73,2026-09-18,0733,A,66,6.1NRT,294.21,48.23,D
-2.01404,121.43523,313.43,1.02,1.01,2026-09-18,0733,A,59,6.1NRT,299.65,7.29,D
-3.27195,112.52832,324.78,4.47,1.94,2026-09-18,0733,A,59,6.1NRT,291.61,153.53,D
-3.27727,112.48986,310.07,4.5,1.95,2026-09-18,0733,A,15,6.1NRT,291.37,42.63,D
-3.26856,112.52348,309.85,4.47,1.94,2026-09-18,0733,A,16,6.1NRT,291.36,34.76,D
-2.17411,119.34184,318.21,1.25,1.11,2026-09-18,0733,A,76,6.1NRT,297.86,13.35,D
-3.1076,112.64768,315.17,4.34,1.92,2026-09-18,0733,A,40,6.1NRT,293.04,56.55,D
-3.09087,112.64526,340.54,4.34,1.92,2026-09-18,0733,A,90,6.1NRT,292.88,316,D
-3.09612,112.60782,315.59,4.38,1.93,2026-09-18,0733,A,41,6.1NRT,292.79,58.01,D
-3.03059,112.7121,313.71,4.28,1.91,2026-09-18,0733,A,57,6.1NRT,293.02,50.49,D
-3.10317,112.64264,314.08,4.34,1.92,2026-09-18,0733,A,18,6.1NRT,293,48.69,D
-3.08644,112.64025,341.84,4.34,1.92,2026-09-18,0733,A,91,6.1NRT,292.8,333.84,D
-3.02566,112.70714,310.9,4.28,1.91,2026-09-18,0733,A,34,6.1NRT,292.67,34.89,D
-1.80471,120.91283,306.67,1.05,1.02,2026-09-18,0733,A,57,6.1NRT,294.65,4.93,D
-2.91298,112.91114,326.67,4.11,1.88,2026-09-18,0733,A,67,6.1NRT,293.09,131.91,D
-2.91781,112.87579,324.76,4.14,1.88,2026-09-18,0733,A,56,6.1NRT,293.69,115.43,D
-2.42344,116.3244,319.44,2.12,1.41,2026-09-18,0733,A,71,6.1NRT,298.24,31.26,D
-2.42612,116.30613,315.45,2.12,1.42,2026-09-18,0733,A,63,6.1NRT,297.41,20.89,D
-2.46753,116.02389,322.98,2.24,1.45,2026-09-18,0733,A,60,6.1NRT,295.03,41.06,D
-2.92222,112.90545,333.79,4.11,1.88,2026-09-18,0733,A,86,6.1NRT,293.54,205.99,D
-2.4111,116.32263,338.42,2.12,1.41,2026-09-18,0733,A,89,6.1NRT,298.5,100.95,D
-2.41377,116.30434,319.97,2.12,1.42,2026-09-18,0733,A,72,6.1NRT,297.49,31.84,D
-2.45487,116.02202,324.84,2.24,1.45,2026-09-18,0733,A,78,6.1NRT,294.32,48.49,D
-2.45766,116.00287,321.42,2.25,1.45,2026-09-18,0733,A,44,6.1NRT,294.45,36.66,D
-2.90585,112.90318,320.15,4.11,1.88,2026-09-18,0733,A,72,6.1NRT,293.03,85.37,D
-2.91092,112.86783,315.31,4.14,1.88,2026-09-18,0733,A,46,6.1NRT,293.29,53.34,D
-2.43391,116.07768,313.1,2.22,1.44,2026-09-18,0733,A,56,6.1NRT,295.25,15.64,D
-1.70646,120.94939,339.35,1.04,1.02,2026-09-18,0733,A,91,6.1NRT,293.22,43.75,D
-1.70778,120.94032,306.8,1.04,1.02,2026-09-18,0733,A,59,6.1NRT,290.91,6.29,D
-1.6523,121.25789,313.9,1.02,1.01,2026-09-18,0733,A,55,6.1NRT,297.49,7.05,D
-1.60296,121.33631,337.12,1.02,1.01,2026-09-18,0733,A,90,6.1NRT,295.3,37.28,D
-2.32165,116.134,319.33,2.19,1.43,2026-09-18,0733,A,71,6.1NRT,295.45,29.23,D
-1.50517,121.63599,313.22,1.01,1,2026-09-18,0733,A,66,6.1NRT,294.94,8.53,D
-1.50645,121.62725,331.65,1.01,1,2026-09-18,0733,A,87,6.1NRT,296.68,27.72,D
-2.29662,116.13034,326.01,2.19,1.43,2026-09-18,0733,A,79,6.1NRT,295.4,50.26,D
-2.29466,116.12325,315.21,2.19,1.43,2026-09-18,0733,A,62,6.1NRT,295.02,17.35,D
-1.52106,121.19999,314.31,1.02,1.01,2026-09-18,0733,A,59,6.1NRT,297.18,8.01,D
-1.41832,121.77675,320.07,1,1,2026-09-18,0733,A,78,6.1NRT,294.39,14.21,D
-1.50728,121.17096,323.17,1.03,1.01,2026-09-18,0733,A,81,6.1NRT,295.57,16.92,D
-1.59645,120.56281,312.28,1.07,1.03,2026-09-18,0733,A,68,6.1NRT,292.27,10.22,D
-1.59775,120.55391,319.96,1.07,1.03,2026-09-18,0733,A,77,6.1NRT,291.56,18.32,D
-1.49846,121.16956,368.88,1.03,1.01,2026-09-18,0733,A,100,6.1NRT,300.24,111.5,D
-1.49979,121.16052,334.07,1.03,1.01,2026-09-18,0733,A,88,6.1NRT,297.51,30.18,D
-1.38041,121.91327,323.91,1,1,2026-09-18,0733,A,77,6.1NRT,290.04,18.78,D
-1.48965,121.16808,317.09,1.03,1.01,2026-09-18,0733,A,48,6.1NRT,294.99,10.36,D
-2.21017,115.99036,311.93,2.23,1.45,2026-09-18,0733,A,50,6.1NRT,294.37,14.3,D
-1.4098,121.3317,319.09,1.02,1.01,2026-09-18,0733,A,77,6.1NRT,297.88,12.4,D
-1.41533,121.23289,313.4,1.02,1.01,2026-09-18,0733,A,70,6.1NRT,297.47,7.74,D
-1.53136,120.44328,309.27,1.08,1.04,2026-09-18,0733,A,30,6.1NRT,293.4,5.53,D
-2.18638,115.88751,316.48,2.28,1.46,2026-09-18,0733,A,66,6.1NRT,293.42,27.51,D
-1.40131,120.8201,322.22,1.05,1.02,2026-09-18,0733,A,79,6.1NRT,295.34,15.41,D
-1.40265,120.81104,315.7,1.05,1.02,2026-09-18,0733,A,72,6.1NRT,293.68,8.99,D
-1.18394,121.67103,319.88,1,1,2026-09-18,0733,A,56,6.1NRT,294.53,11.63,D
-1.17033,121.64217,315.52,1,1,2026-09-18,0733,A,43,6.1NRT,292.74,8.43,D
-1.91699,116.12774,314.57,2.15,1.43,2026-09-18,0733,A,59,6.1NRT,294.1,15.27,D
-1.92704,115.94943,314.1,2.23,1.45,2026-09-18,0733,A,30,6.1NRT,293.89,13.25,D
-0.97401,122.04136,310.29,1,1,2026-09-18,0733,A,51,6.1NRT,293.38,5.38,D
-0.98777,121.86922,332.14,1,1,2026-09-18,0733,A,81,6.1NRT,296.31,26.17,D
-1.04224,121.37818,310.95,1.01,1.01,2026-09-18,0733,A,45,6.1NRT,293.73,6.81,D
-0.8037,122.8778,315.06,1.02,1.01,2026-09-18,0733,A,70,6.1NRT,298.69,9.29,D
-0.78209,122.90193,313.81,1.03,1.01,2026-09-18,0733,A,68,6.1NRT,298.23,6.89,D
-1.70853,116.09786,318.1,2.15,1.42,2026-09-18,0733,A,69,6.1NRT,294.98,29.36,D
-0.62401,123.157,315.93,1.04,1.02,2026-09-18,0733,A,69,6.1NRT,300.11,7.59,D
-1.45272,116.30199,314.39,2.04,1.39,2026-09-18,0733,A,61,6.1NRT,297.13,16.78,D
-1.46916,115.85413,318.62,2.23,1.45,2026-09-18,0733,A,70,6.1NRT,296.67,30.42,D
-1.30058,116.20066,313.29,2.07,1.4,2026-09-18,0733,A,58,6.1NRT,296.04,14.65,D
-1.30321,116.18258,323.72,2.08,1.4,2026-09-18,0733,A,77,6.1NRT,296.14,42.81,D
0.48797,127.97521,313.42,2.24,1.45,2026-09-18,0733,A,17,6.1NRT,300,20.3,D
-1.16309,116.6806,335.96,1.89,1.34,2026-09-18,0733,A,87,6.1NRT,298.51,76.28,D
-1.24411,116.13259,312.22,2.09,1.41,2026-09-18,0733,A,54,6.1NRT,295.63,12.68,D
-1.24684,116.11413,313.84,2.1,1.41,2026-09-18,0733,A,60,6.1NRT,295.57,16.12,D
-1.0518,116.88616,318.01,1.81,1.32,2026-09-18,0733,A,69,6.1NRT,297.83,21.54,D
-1.05412,116.87055,339.79,1.81,1.32,2026-09-18,0733,A,90,6.1NRT,299.13,87.64,D
0.60579,127.96841,349.8,2.25,1.45,2026-09-18,0733,A,95,6.1NRT,300.63,177.52,D
0.60304,127.9499,336.22,2.24,1.45,2026-09-18,0733,A,87,6.1NRT,300.34,96.83,D
0.60025,127.93108,320.64,2.23,1.45,2026-09-18,0733,A,72,6.1NRT,298.73,32.94,D
0.61971,127.88876,315.34,2.22,1.44,2026-09-18,0733,A,54,6.1NRT,297.62,21.33,D
0.61983,127.88359,317.7,2.22,1.44,2026-09-18,0733,A,68,6.1NRT,297.63,28.64,D
-0.87074,117.17952,317.35,1.7,1.28,2026-09-18,0733,A,55,6.1NRT,297.34,17.62,D
-0.85956,117.17783,322.74,1.7,1.28,2026-09-18,0733,A,76,6.1NRT,298.23,28.61,D
-0.88983,116.96803,335.43,1.77,1.3,2026-09-18,0733,A,87,6.1NRT,299.02,66.57,D
-0.89205,116.9526,350.45,1.78,1.31,2026-09-18,0733,A,95,6.1NRT,300.8,128.59,D
-0.85931,117.17099,319.78,1.7,1.28,2026-09-18,0733,A,39,6.1NRT,298.29,20.57,D
-0.8912,116.96141,347.77,1.77,1.3,2026-09-18,0733,A,94,6.1NRT,300.36,115.68,D
-0.89354,116.94601,328.86,1.78,1.31,2026-09-18,0733,A,82,6.1NRT,299.86,44.78,D
-0.68734,117.09529,314.63,1.72,1.29,2026-09-18,0733,A,58,6.1NRT,296.66,10.47,D
1.02943,128.16788,315.35,2.38,1.49,2026-09-18,0733,A,59,6.1NRT,296.94,27.39,D
