latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-3.90362,122.41379,302.01,1,1,2026-09-17,1232,T,33,6.1NRT,290.22,4.21,N
-3.86965,122.40009,310.6,1,1,2026-09-17,1232,T,80,6.1NRT,294.79,8.83,N
-3.87086,122.39133,306.91,1,1,2026-09-17,1232,T,70,6.1NRT,293.38,6.32,N
-3.2279,126.85411,301.7,1.69,1.28,2026-09-17,1232,T,43,6.1NRT,291.11,8.65,N
-3.87499,122.23118,304.78,1,1,2026-09-17,1232,T,62,6.1NRT,291.77,5.37,N
-2.91955,128.76286,301.68,2.43,1.5,2026-09-17,1232,T,25,6.1NRT,290.37,11.6,N
-3.1916,126.78402,301.56,1.67,1.27,2026-09-17,1232,T,42,6.1NRT,291.48,8.87,N
-3.16447,126.73552,307.2,1.66,1.27,2026-09-17,1232,T,63,6.1NRT,291.51,14.87,N
-3.13992,126.74811,309.03,1.66,1.27,2026-09-17,1232,T,76,6.1NRT,292.52,16.73,N
-4.10209,119.79942,305.28,1.18,1.08,2026-09-17,1232,T,19,6.1NRT,292.98,5.07,N
-3.1397,126.7414,306.06,1.66,1.27,2026-09-17,1232,T,39,6.1NRT,292.12,12.73,N
-3.99499,119.73051,305.44,1.18,1.08,2026-09-17,1232,T,63,6.1NRT,292.99,5.75,N
-3.63409,119.6045,305.76,1.19,1.09,2026-09-17,1232,T,66,6.1NRT,293.99,5.34,N
-3.63557,119.59366,305.99,1.19,1.09,2026-09-17,1232,T,66,6.1NRT,294.56,5.42,N
-3.47608,119.48428,303.6,1.21,1.09,2026-09-17,1232,T,56,6.1NRT,293.24,4.79,N
-3.26057,113.89278,313.45,3.19,1.69,2026-09-17,1234,T,30,6.1NRT,289.22,59.43,N
-3.24574,113.89081,321.32,3.19,1.69,2026-09-17,1234,T,90,6.1NRT,289.73,99.12,N
-3.21608,113.88686,324.22,3.19,1.69,2026-09-17,1234,T,71,6.1NRT,288.88,112.43,N
-3.2196,113.85913,325.19,3.21,1.7,2026-09-17,1234,T,98,6.1NRT,287.63,123.05,N
-3.26065,113.88609,314.47,3.19,1.69,2026-09-17,1234,T,65,6.1NRT,289.5,67.45,N
-3.24581,113.88415,323.46,3.19,1.69,2026-09-17,1234,T,100,6.1NRT,289.98,114.99,N
-3.23098,113.88221,319.24,3.19,1.69,2026-09-17,1234,T,98,6.1NRT,289.42,91.47,N
-3.21615,113.88026,332.61,3.19,1.69,2026-09-17,1234,T,100,6.1NRT,289.39,169.13,N
-3.21987,113.85256,316.74,3.21,1.7,2026-09-17,1234,T,71,6.1NRT,285.85,77.26,N
-3.20132,113.87832,316.08,3.19,1.69,2026-09-17,1234,T,78,6.1NRT,288.15,70.91,N
-3.20501,113.85061,314.04,3.21,1.7,2026-09-17,1234,T,68,6.1NRT,285.93,65.41,N
-3.16137,114.06636,307,3.08,1.67,2026-09-17,1234,T,46,6.1NRT,289.51,35.03,N
-3.14555,113.84277,323.18,3.21,1.7,2026-09-17,1234,T,99,6.1NRT,287.95,98.42,N
-3.10638,114.03182,314.74,3.09,1.67,2026-09-17,1234,T,62,6.1NRT,288.74,69.8,N
-3.14585,113.83784,322.38,3.21,1.7,2026-09-17,1234,T,88,6.1NRT,287.55,96,N
-3.10526,114.02668,311.66,3.09,1.67,2026-09-17,1234,T,48,6.1NRT,287.93,58.8,N
-3.08671,113.94193,333.89,3.14,1.68,2026-09-17,1234,T,83,6.1NRT,289.11,161.56,N
-3.06079,113.91077,306.82,3.16,1.68,2026-09-17,1234,T,24,6.1NRT,277.6,33.44,N
-3.04603,113.90879,313.97,3.16,1.68,2026-09-17,1234,T,52,6.1NRT,279.17,60.91,N
-3.07148,113.93289,318.32,3.14,1.68,2026-09-17,1234,T,48,6.1NRT,285.39,76.92,N
-3.042,113.9291,315.7,3.14,1.68,2026-09-17,1234,T,53,6.1NRT,281.73,79.56,N
-2.55814,114.26605,314.76,2.9,1.62,2026-09-17,1234,T,48,6.1NRT,288.04,63.21,N
-2.5544,114.25999,312.18,2.9,1.62,2026-09-17,1234,T,23,6.1NRT,286.19,52.9,N
-1.43671,121.31972,300.53,1,1,2026-09-17,1234,T,21,6.1NRT,288.17,3.98,N
-1.4379,121.31104,304.4,1,1,2026-09-17,1234,T,60,6.1NRT,287.46,6.23,N
-1.40796,121.33337,308.2,1,1,2026-09-17,1234,T,74,6.1NRT,290.63,7.85,N
-2.63266,112.00564,307.19,4.44,1.94,2026-09-17,1234,T,56,6.1NRT,283.43,69.49,N
-2.51923,112.21838,307.27,4.25,1.91,2026-09-17,1234,T,66,6.1NRT,287.42,53.81,N
-2.51407,112.21082,307.53,4.25,1.91,2026-09-17,1234,T,72,6.1NRT,287.64,58.58,N
-2.56256,111.58587,304.17,4.79,2,2026-09-17,1234,T,13,6.1NRT,286.7,46.61,N
-2.56798,111.54463,312.99,4.82,2,2026-09-17,1234,T,72,6.1NRT,287.59,104.06,N
-1.16763,121.65572,311.69,1,1,2026-09-17,1234,T,11,6.1NRT,287.25,10.67,N
-2.56147,111.58122,308.53,4.79,2,2026-09-17,1234,T,70,6.1NRT,287.05,72.41,N
-2.56718,111.54003,311.1,4.82,2,2026-09-17,1234,T,73,6.1NRT,287.8,89.29,N
-1.14251,121.64334,309.24,1,1,2026-09-17,1234,T,30,6.1NRT,285.86,9.23,N
-1.06841,122.05177,307.43,1.01,1,2026-09-17,1234,T,71,6.1NRT,277.8,8.31,N
-1.06964,122.04289,300.95,1.01,1,2026-09-17,1234,T,26,6.1NRT,277.06,4.6,N
-1.01921,121.86917,302.73,1,1,2026-09-17,1234,T,22,6.1NRT,282.83,4.11,N
-1.04654,121.41006,301.46,1,1,2026-09-17,1234,T,23,6.1NRT,287.69,3.3,N
-1.02298,121.45131,303.07,1,1,2026-09-17,1234,T,34,6.1NRT,287.45,2.78,N
-0.83414,122.67736,307.15,1.04,1.02,2026-09-17,1234,T,70,6.1NRT,290.96,6.32,N
-2.26804,111.488,303.03,4.82,2,2026-09-17,1234,T,53,6.1NRT,287.67,41.79,N
-2.25052,111.48563,315.25,4.82,2,2026-09-17,1234,T,91,6.1NRT,287.71,120.16,N
-2.26722,111.48135,307.4,4.82,2,2026-09-17,1234,T,71,6.1NRT,287.65,68.11,N
-2.2497,111.47901,315.12,4.82,2,2026-09-17,1234,T,91,6.1NRT,287.72,119.14,N
-1.51312,113.53948,300.48,3.19,1.69,2026-09-17,1234,T,28,6.1NRT,286.99,18.82,N
0.76761,123.9315,303.78,1.21,1.1,2026-09-17,1234,T,43,6.1NRT,291.15,5.31,N
0.78168,123.57549,301.54,1.16,1.07,2026-09-17,1234,T,26,6.1NRT,279.92,5.12,N
0.8346,123.82053,301.88,1.2,1.09,2026-09-17,1234,T,34,6.1NRT,289.62,3.45,N
0.81805,123.56075,323.99,1.16,1.07,2026-09-17,1234,T,100,6.1NRT,274.22,27.65,N
0.81666,123.55072,312.03,1.16,1.07,2026-09-17,1234,T,84,6.1NRT,276.58,13.94,N
0.76893,122.94326,306.27,1.09,1.04,2026-09-17,1234,T,67,6.1NRT,292.4,5.92,N
1.08718,124.68513,311.46,1.37,1.16,2026-09-17,1234,T,83,6.1NRT,292.44,14.79,N
1.08673,124.69144,306.58,1.37,1.16,2026-09-17,1234,T,47,6.1NRT,292.3,10.4,N
0.94119,122.45175,307.85,1.05,1.02,2026-09-17,1234,T,71,6.1NRT,292.84,6.49,N
0.97696,122.17471,306.31,1.03,1.01,2026-09-17,1234,T,49,6.1NRT,294.12,4.23,N
1.54281,125.19242,347.59,1.51,1.21,2026-09-17,1234,T,100,6.1NRT,297.56,101.33,N
1.55362,125.19222,321.49,1.51,1.21,2026-09-17,1234,T,100,6.1NRT,295.8,30.5,N
2.31976,117.9564,342.17,1.26,1.12,2026-09-17,1234,T,100,6.1NRT,292.39,61.79,N
2.31821,117.9454,326.77,1.26,1.12,2026-09-17,1234,T,100,6.1NRT,289.85,29.94,N
2.31357,117.91239,339.33,1.27,1.12,2026-09-17,1234,T,100,6.1NRT,292.45,53.19,N
2.312,117.90131,356.34,1.27,1.12,2026-09-17,1234,T,100,6.1NRT,294.57,102.2,N
2.32954,117.95502,327.14,1.26,1.12,2026-09-17,1234,T,100,6.1NRT,291.38,31.02,N
2.32801,117.94405,314.11,1.26,1.12,2026-09-17,1234,T,82,6.1NRT,290.15,12.68,N
2.32337,117.91097,391.89,1.27,1.12,2026-09-17,1234,T,100,6.1NRT,296.17,287.77,N
2.32183,117.89996,378.64,1.27,1.12,2026-09-17,1234,T,100,6.1NRT,294.1,202.67,N
2.34237,117.97549,307.57,1.26,1.11,2026-09-17,1234,T,32,6.1NRT,290.87,8.51,N
2.33165,117.89861,310.76,1.27,1.12,2026-09-17,1234,T,25,6.1NRT,290.75,8.36,N
-4.38351,104.18994,317.54,2.32,1.47,2026-09-17,1412,T,72,6.1NRT,287.97,52.83,N
-4.16551,105.25849,303.81,2.86,1.61,2026-09-17,1412,T,57,6.1NRT,290.74,18.47,N
26.62629,101.58973,304.58,4.14,1.88,2026-09-17,1418,T,45,6.1NRT,285.26,52.26,N
-4.1617,105.25231,302.36,2.86,1.61,2026-09-17,1412,T,49,6.1NRT,290.7,15.66,N
26.61587,101.58585,305.29,4.14,1.88,2026-09-17,1418,T,44,6.1NRT,286.09,56.9,N
-3.78001,105.57157,302.44,3.08,1.67,2026-09-17,1412,T,49,6.1NRT,290.74,18.49,N
-3.78409,105.54486,303.6,3.06,1.66,2026-09-17,1412,T,56,6.1NRT,291.14,21.77,N
-3.80688,105.20522,302.84,2.87,1.62,2026-09-17,1412,T,52,6.1NRT,290.82,15.66,N
-3.77896,105.5659,304.84,3.08,1.67,2026-09-17,1412,T,62,6.1NRT,290.89,25.89,N
-3.79949,105.22414,302,2.88,1.62,2026-09-17,1412,T,46,6.1NRT,290.8,15.57,N
-3.86958,104.55974,306.21,2.54,1.53,2026-09-17,1412,T,67,6.1NRT,290.64,19.41,N
-3.72198,105.44865,302.3,3.02,1.65,2026-09-17,1412,T,48,6.1NRT,290.89,17.87,N
-3.72593,105.42249,302.17,3,1.65,2026-09-17,1412,T,47,6.1NRT,291.01,17.32,N
-3.72021,105.44182,305.3,3.02,1.65,2026-09-17,1412,T,64,6.1NRT,291.15,25.04,N
-3.64135,104.67401,303.5,2.62,1.55,2026-09-17,1412,T,55,6.1NRT,290.8,14.29,N
-3.50639,104.95941,313.8,2.78,1.59,2026-09-17,1412,T,88,6.1NRT,290.45,49.62,N
-3.51004,104.93526,313.95,2.76,1.59,2026-09-17,1412,T,88,6.1NRT,290.71,50.06,N
-3.51549,104.95518,302.17,2.78,1.59,2026-09-17,1412,T,47,6.1NRT,290.26,14.77,N
-3.50151,104.95306,316.52,2.78,1.59,2026-09-17,1412,T,93,6.1NRT,290.63,59.64,N
-3.50499,104.92889,304.97,2.76,1.59,2026-09-17,1412,T,62,6.1NRT,290.63,22.03,N
-3.47019,104.87467,313.92,2.74,1.58,2026-09-17,1412,T,88,6.1NRT,291.5,45.23,N
-3.4563,104.87257,317.01,2.74,1.58,2026-09-17,1412,T,81,6.1NRT,291.75,54.17,N
-3.4424,104.87048,327.38,2.74,1.58,2026-09-17,1412,T,100,6.1NRT,291.25,100.45,N
-3.42851,104.86841,309.35,2.74,1.58,2026-09-17,1412,T,68,6.1NRT,289.26,30.05,N
-3.437,104.86305,324.36,2.74,1.58,2026-09-17,1412,T,100,6.1NRT,291.01,87.41,N
-3.42311,104.86095,302.88,2.74,1.58,2026-09-17,1412,T,26,6.1NRT,289.41,14.11,N
-3.30583,105.16988,302.44,2.91,1.63,2026-09-17,1412,T,29,6.1NRT,290.5,16.14,N
-3.28113,105.14038,303.03,2.9,1.62,2026-09-17,1412,T,26,6.1NRT,290.7,15.71,N
-3.27416,105.15965,305.85,2.91,1.63,2026-09-17,1412,T,66,6.1NRT,290.87,25.08,N
-3.38607,104.01654,303.77,2.34,1.48,2026-09-17,1412,T,57,6.1NRT,289.64,12.43,N
-3.08298,105.33558,305.36,3.03,1.66,2026-09-17,1412,T,64,6.1NRT,290.83,24.8,N
-3.08694,105.3093,315.37,3.02,1.65,2026-09-17,1412,T,91,6.1NRT,291.61,61.47,N
-3.09088,105.28317,306.35,3,1.65,2026-09-17,1412,T,68,6.1NRT,291.35,26.92,N
-3.2137,104.28455,310.22,2.48,1.52,2026-09-17,1412,T,79,6.1NRT,289.83,28.06,N
-3.1672,104.82939,302.38,2.75,1.59,2026-09-17,1412,T,49,6.1NRT,290.85,13.75,N
-3.08131,105.32989,308.96,3.03,1.66,2026-09-17,1412,T,76,6.1NRT,290.95,36.62,N
-3.08509,105.30358,312.21,3.02,1.65,2026-09-17,1412,T,84,6.1NRT,291.52,48.61,N
-3.21787,104.27955,305.81,2.48,1.52,2026-09-17,1412,T,66,6.1NRT,289.72,18.69,N
-3.14244,104.60975,308.87,2.64,1.56,2026-09-17,1412,T,76,6.1NRT,290.57,28.81,N
-3.12876,104.60771,303.62,2.64,1.56,2026-09-17,1412,T,31,6.1NRT,290.33,13.91,N
-3.16517,104.36056,304.87,2.52,1.53,2026-09-17,1412,T,26,6.1NRT,290.15,14.46,N
-3.08398,104.71985,302.81,2.7,1.57,2026-09-17,1412,T,51,6.1NRT,290.16,14.27,N
-3.0875,104.6964,312,2.69,1.57,2026-09-17,1412,T,84,6.1NRT,290.29,39.99,N
-3.12847,104.42281,317.45,2.55,1.54,2026-09-17,1412,T,95,6.1NRT,290.82,51.44,N
-3.13178,104.40065,321.04,2.54,1.53,2026-09-17,1412,T,100,6.1NRT,290.62,62.2,N
-3.13837,104.35658,307.27,2.52,1.53,2026-09-17,1412,T,71,6.1NRT,290.42,19.81,N
-2.80523,106.45761,302.39,3.78,1.82,2026-09-17,1412,T,49,6.1NRT,289.24,26.83,N
-3.14452,104.22473,304.41,2.46,1.51,2026-09-17,1412,T,60,6.1NRT,290.03,13.92,N
-3.09813,104.44109,324.88,2.56,1.54,2026-09-17,1412,T,100,6.1NRT,290.93,82.71,N
-3.09188,104.71452,309.91,2.7,1.57,2026-09-17,1412,T,79,6.1NRT,290.32,32.5,N
-3.09521,104.69102,305.63,2.69,1.57,2026-09-17,1412,T,65,6.1NRT,290.39,20.32,N
-3.12046,104.41508,324.65,2.55,1.54,2026-09-17,1412,T,100,6.1NRT,290.81,78.74,N
-3.14534,104.24026,305.43,2.47,1.51,2026-09-17,1412,T,64,6.1NRT,290.24,16.4,N
-2.81234,106.4518,304.46,3.78,1.82,2026-09-17,1412,T,60,6.1NRT,289.22,35.7,N
-3.10379,104.43536,311.38,2.56,1.54,2026-09-17,1412,T,58,6.1NRT,290.45,31.33,N
-3.08705,104.45573,319.51,2.57,1.54,2026-09-17,1412,T,99,6.1NRT,291.11,59.42,N
-3.09029,104.43334,324.1,2.56,1.54,2026-09-17,1412,T,100,6.1NRT,290.98,75.5,N
-3.07352,104.45373,316.06,2.57,1.54,2026-09-17,1412,T,92,6.1NRT,291.32,47.43,N
-3.07679,104.43134,305.86,2.56,1.54,2026-09-17,1412,T,34,6.1NRT,290.89,17.68,N
-3.06,104.45171,303.99,2.57,1.54,2026-09-17,1412,T,23,6.1NRT,290.56,13.96,N
-2.74757,106.34251,306.49,3.71,1.8,2026-09-17,1412,T,68,6.1NRT,286.21,46.43,N
-2.92128,105.19257,302.35,2.97,1.64,2026-09-17,1412,T,48,6.1NRT,290.43,18.83,N
-2.75391,106.33821,300.76,3.71,1.8,2026-09-17,1412,T,26,6.1NRT,286.3,23.78,N
-2.919,105.18662,302.38,2.97,1.64,2026-09-17,1412,T,49,6.1NRT,290.42,19.44,N
-2.73814,106.33572,301.03,3.71,1.8,2026-09-17,1412,T,33,6.1NRT,285.69,24.67,N
-3.14275,103.34615,305.43,2.09,1.41,2026-09-17,1412,T,38,6.1NRT,291.54,18.09,N
-3.02819,104.04437,323.12,2.39,1.49,2026-09-17,1412,T,100,6.1NRT,292.21,66.99,N
-3.03123,104.0236,327.74,2.38,1.49,2026-09-17,1412,T,100,6.1NRT,291.14,85.71,N
-3.01511,104.04238,322.71,2.39,1.49,2026-09-17,1412,T,100,6.1NRT,292.22,65.81,N
-3.01817,104.02162,311.01,2.38,1.49,2026-09-17,1412,T,81,6.1NRT,290.24,29.81,N
-2.96316,103.86076,304.21,2.31,1.47,2026-09-17,1412,T,38,6.1NRT,288.01,20.37,N
-2.85602,102.9959,306.4,1.98,1.37,2026-09-17,1412,T,39,6.1NRT,291.27,13.46,N
-2.85858,102.97868,308.11,1.97,1.37,2026-09-17,1412,T,73,6.1NRT,291.86,16.63,N
-2.86113,102.96156,307.62,1.96,1.37,2026-09-17,1412,T,37,6.1NRT,293.26,15.46,N
-2.8512,102.9895,315.54,1.98,1.37,2026-09-17,1412,T,91,6.1NRT,291.68,32.28,N
-2.85363,102.97231,305.65,1.97,1.37,2026-09-17,1412,T,65,6.1NRT,291.56,13.14,N
-2.85606,102.95514,320.81,1.96,1.37,2026-09-17,1412,T,100,6.1NRT,292.53,45.58,N
-2.82215,103.0206,303.68,1.99,1.38,2026-09-17,1412,T,56,6.1NRT,290.9,11.58,N
-2.68393,103.0833,305.54,2.02,1.39,2026-09-17,1412,T,65,6.1NRT,287.08,16.73,N
-2.68013,103.07706,302.92,2.02,1.39,2026-09-17,1412,T,47,6.1NRT,285.63,11.85,N
-2.54841,103.46936,306.13,2.19,1.43,2026-09-17,1412,T,67,6.1NRT,289.55,17.91,N
-2.41027,104.35257,305.73,2.6,1.55,2026-09-17,1412,T,56,6.1NRT,292.6,17.88,N
-2.42943,103.2863,314.51,2.12,1.42,2026-09-17,1412,T,89,6.1NRT,289.7,34.99,N
-2.26714,103.50744,307.2,2.23,1.45,2026-09-17,1412,T,71,6.1NRT,292.23,18.66,N
-2.23888,103.52319,303.92,2.23,1.45,2026-09-17,1412,T,53,6.1NRT,292.21,12.33,N
-2.23892,103.51747,302.82,2.23,1.45,2026-09-17,1412,T,52,6.1NRT,292.32,11.77,N
-1.84427,103.98489,317.49,2.48,1.52,2026-09-17,1412,T,95,6.1NRT,293.7,49.95,N
-1.84737,103.96342,371.64,2.47,1.51,2026-09-17,1412,T,100,6.1NRT,297.87,444.92,N
-1.85045,103.94204,334.97,2.46,1.51,2026-09-17,1412,T,100,6.1NRT,295.03,121.54,N
-1.83097,103.98296,309.37,2.48,1.52,2026-09-17,1412,T,77,6.1NRT,293.25,27.65,N
-1.83409,103.96151,341.63,2.47,1.51,2026-09-17,1412,T,100,6.1NRT,296.5,164.1,N
-1.8372,103.94013,345.59,2.46,1.51,2026-09-17,1412,T,100,6.1NRT,296.97,188.85,N
-1.8403,103.91881,307.19,2.45,1.51,2026-09-17,1412,T,71,6.1NRT,293.86,21.82,N
-1.81767,103.98102,306.85,2.48,1.52,2026-09-17,1412,T,69,6.1NRT,293.48,22.09,N
-1.82081,103.95956,318.12,2.47,1.51,2026-09-17,1412,T,96,6.1NRT,294.24,51.78,N
-1.82394,103.9382,337.23,2.46,1.51,2026-09-17,1412,T,100,6.1NRT,295.26,135.12,N
-1.82706,103.91693,324.84,2.45,1.51,2026-09-17,1412,T,100,6.1NRT,293.86,77.69,N
-1.82179,103.97606,313.62,2.48,1.52,2026-09-17,1412,T,59,6.1NRT,294.09,37.91,N
-1.82476,103.9546,318.24,2.47,1.51,2026-09-17,1412,T,71,6.1NRT,294.88,49.77,N
-1.82772,103.93319,340.37,2.46,1.51,2026-09-17,1412,T,100,6.1NRT,296.58,152.87,N
-1.83066,103.91191,316.7,2.45,1.51,2026-09-17,1412,T,94,6.1NRT,293.5,47.08,N
-1.30952,103.78368,322.06,2.44,1.51,2026-09-17,1412,T,100,6.1NRT,292.4,70.57,N
-1.26851,102.62023,315.62,1.96,1.37,2026-09-17,1412,T,92,6.1NRT,287.65,32.86,N
-1.27097,102.60329,320.83,1.96,1.37,2026-09-17,1412,T,100,6.1NRT,286.5,46.09,N
-1.25898,102.60156,300.57,1.96,1.37,2026-09-17,1412,T,16,6.1NRT,284.36,7.22,N
-1.26332,102.61377,323.67,1.96,1.37,2026-09-17,1412,T,100,6.1NRT,287.07,54.53,N
-1.26564,102.59688,311.07,1.96,1.37,2026-09-17,1412,T,82,6.1NRT,284.84,24.5,N
-1.12901,102.86202,314.02,2.07,1.4,2026-09-17,1412,T,88,6.1NRT,292.3,30.35,N
-1.13814,102.85705,311.98,2.07,1.4,2026-09-17,1412,T,84,6.1NRT,292.34,26.34,N
-1.12588,102.85524,308.12,2.07,1.4,2026-09-17,1412,T,74,6.1NRT,292.19,19.31,N
-0.13391,103.11465,303.2,2.25,1.45,2026-09-17,1412,T,37,6.1NRT,284.28,16.2,N
-0.12114,103.11287,303.62,2.25,1.45,2026-09-17,1412,T,55,6.1NRT,282.82,17.2,N
-5.04961,150.10004,305.71,1,1,2026-09-17,1737,A,24,6.1NRT,291.36,5.27,N
-5.50481,150.41234,304.52,1.01,1,2026-09-17,1737,A,60,6.1NRT,293.2,4.85,N
-5.57642,149.36893,315.11,1.01,1,2026-09-17,1737,A,91,6.1NRT,293.83,11.64,N
-5.66732,149.2955,304.71,1.01,1.01,2026-09-17,1737,A,61,6.1NRT,292.52,4.55,N
-5.68344,149.40141,303.26,1.01,1,2026-09-17,1737,A,33,6.1NRT,292.75,3.44,N
-5.71093,149.52312,305.5,1.01,1,2026-09-17,1737,A,65,6.1NRT,293.71,4.99,N
-5.73247,149.5468,305.81,1,1,2026-09-17,1737,A,66,6.1NRT,293.85,4.92,N
-5.81792,149.56331,306.43,1,1,2026-09-17,1737,A,68,6.1NRT,293.83,5.55,N
1.50095,127.63419,302.28,1.02,1.01,2026-09-17,1915,A,48,6.1NRT,291.74,5.23,N
1.5546,125.19197,307.64,1.08,1.04,2026-09-17,1915,A,16,6.1NRT,293.24,5.83,N
1.54405,125.20036,320.44,1.08,1.04,2026-09-17,1915,A,95,6.1NRT,293.69,18.12,N
1.54266,125.20956,331.4,1.08,1.04,2026-09-17,1915,A,100,6.1NRT,295.16,32.05,N
1.04215,128.21362,305.16,1.06,1.03,2026-09-17,1915,A,63,6.1NRT,293.06,6.19,N
0.71951,127.83732,312.96,1.04,1.02,2026-09-17,1915,A,86,6.1NRT,293.72,10.84,N
0.71816,127.84631,306.13,1.04,1.02,2026-09-17,1915,A,44,6.1NRT,293.43,5.91,N
0.71062,127.83595,306.67,1.04,1.02,2026-09-17,1915,A,69,6.1NRT,293.19,6.53,N
0.6076,127.96314,304.33,1.05,1.02,2026-09-17,1915,A,10,6.1NRT,292.57,5.6,N
0.4835,127.99461,309.83,1.05,1.02,2026-09-17,1915,A,65,6.1NRT,296.92,8.93,N
0.92698,124.19588,313.3,1.19,1.09,2026-09-17,1915,A,82,6.1NRT,289.19,14.53,N
0.92544,124.20614,305.67,1.19,1.09,2026-09-17,1915,A,35,6.1NRT,289.91,7.79,N
0.83476,123.5064,303.28,1.31,1.14,2026-09-17,1915,A,45,6.1NRT,291.3,5.7,N
0.77113,123.93569,302.74,1.23,1.1,2026-09-17,1915,A,51,6.1NRT,291.18,5.04,N
-3.00966,134.76184,302.45,3.64,1.79,2026-09-17,1915,A,49,6.1NRT,291.58,26.52,N
-2.79353,132.6162,301.74,2.41,1.5,2026-09-17,1915,A,44,6.1NRT,290.17,13.61,N
-2.79664,132.63777,304.25,2.42,1.5,2026-09-17,1915,A,59,6.1NRT,290.4,18.53,N
-2.93481,133.15125,301.83,2.68,1.57,2026-09-17,1915,A,45,6.1NRT,287.51,19.17,N
-3.36805,134.07195,304.65,3.25,1.7,2026-09-17,1915,A,61,6.1NRT,288.27,36.91,N
-3.37293,134.10643,304.04,3.26,1.71,2026-09-17,1915,A,58,6.1NRT,288.68,33.62,N
-2.91661,128.76923,319.1,1.24,1.11,2026-09-17,1915,A,98,6.1NRT,294.45,21.26,N
-2.91005,128.66052,302.68,1.22,1.1,2026-09-17,1915,A,50,6.1NRT,292.14,5.64,N
-2.94084,128.78044,304.16,1.24,1.11,2026-09-17,1915,A,27,6.1NRT,292.61,6.11,N
-3.16579,126.74565,335.56,1.02,1.01,2026-09-17,1915,A,100,6.1NRT,292.84,37.69,N
-3.16715,126.75464,305.64,1.02,1.01,2026-09-17,1915,A,30,6.1NRT,289.95,6.28,N
-3.17324,126.73524,305.32,1.02,1.01,2026-09-17,1915,A,20,6.1NRT,289.92,6.79,N
-3.17463,126.74435,316.38,1.02,1.01,2026-09-17,1915,A,93,6.1NRT,291.07,14.91,N
-3.22178,126.86765,321.76,1.03,1.01,2026-09-17,1915,A,100,6.1NRT,291.91,20.29,N
-3.22314,126.87679,323.26,1.03,1.01,2026-09-17,1915,A,100,6.1NRT,291.85,21.91,N
-3.23065,126.86636,303.67,1.03,1.01,2026-09-17,1915,A,56,6.1NRT,290.58,6.02,N
-3.31248,126.91309,302.07,1.03,1.02,2026-09-17,1915,A,46,6.1NRT,291.23,4.72,N
-3.35225,126.81543,325.86,1.03,1.01,2026-09-17,1915,A,100,6.1NRT,292.13,24.41,N
-3.35359,126.82431,309.92,1.03,1.01,2026-09-17,1915,A,56,6.1NRT,291.02,8.72,N
-3.3611,126.81405,322.51,1.03,1.01,2026-09-17,1915,A,100,6.1NRT,291.51,20.35,N
-3.39391,126.90418,302.54,1.04,1.02,2026-09-17,1915,A,50,6.1NRT,290.49,5.69,N
-3.47037,127.04997,301.68,1.05,1.02,2026-09-17,1915,A,43,6.1NRT,291.23,4.79,N
-3.4473,126.77642,301.36,1.03,1.01,2026-09-17,1915,A,40,6.1NRT,289.25,5.2,N
-3.45616,126.77515,303.32,1.03,1.01,2026-09-17,1915,A,54,6.1NRT,288.78,6.46,N
-2.7074,121.71417,301.99,1.54,1.22,2026-09-17,1915,A,46,6.1NRT,288.06,9.49,N
-2.70961,121.72824,300.72,1.54,1.22,2026-09-17,1915,A,30,6.1NRT,287.22,8.56,N
-3.44644,126.27412,313.17,1.01,1,2026-09-17,1915,A,86,6.1NRT,290.98,12.44,N
-3.45519,126.27275,322.28,1.01,1,2026-09-17,1915,A,100,6.1NRT,292.56,20.9,N
-2.7694,121.69029,305.73,1.55,1.23,2026-09-17,1915,A,65,6.1NRT,288.14,12.77,N
-3.54427,126.80256,312.8,1.03,1.01,2026-09-17,1915,A,86,6.1NRT,289.35,13.41,N
-3.54564,126.81161,301.11,1.03,1.01,2026-09-17,1915,A,38,6.1NRT,289.18,5.3,N
-2.77221,121.68345,303.25,1.55,1.23,2026-09-17,1915,A,11,6.1NRT,287.64,9.37,N
-2.77433,121.69678,303.93,1.54,1.22,2026-09-17,1915,A,16,6.1NRT,288.21,10.01,N
-3.51088,126.32948,306.34,1.01,1,2026-09-17,1915,A,68,6.1NRT,288.95,8.19,N
-3.53062,126.282,302.96,1.01,1,2026-09-17,1915,A,52,6.1NRT,291.58,5.16,N
-3.57825,126.27815,301.58,1.01,1,2026-09-17,1915,A,42,6.1NRT,290.01,5.16,N
-3.60064,126.24821,303.3,1.01,1,2026-09-17,1915,A,54,6.1NRT,292.09,5.33,N
-3.60196,126.257,306.76,1.01,1,2026-09-17,1915,A,69,6.1NRT,290,7.54,N
-3.87213,122.40104,302.49,1.32,1.14,2026-09-17,1915,A,49,6.1NRT,291.92,7.4,N
-8.3103,125.04337,306.91,1,1,2026-09-17,1917,A,70,6.1NRT,291.06,7.81,N
-8.2687,123.50228,307.5,1.04,1.02,2026-09-17,1917,A,72,6.1NRT,288.12,8.44,N
-8.27011,123.51137,324.99,1.04,1.02,2026-09-17,1917,A,100,6.1NRT,291.09,24.58,N
-8.70364,125.88138,300.46,1.04,1.02,2026-09-17,1917,A,28,6.1NRT,288.03,5.16,N
21.56222,108.4449,305.98,1.07,1.03,2026-09-17,2046,A,66,6.1NRT,293.81,5.35,N
